id,household_member_count,g_of_biscuit,unit_of_eggs,g_fruit/vege,g_of_rice,unit_of_canned,sachets_of_beverage,unit_of_instant,unit_of_bread,days_to_consume
556,1,1584,133,16618,6466,57,76,46,88,76
557,1,1321,82,10485,3331,33,49,34,46,49
558,8,13997,917,119497,37265,357,560,387,580,70
559,3,4737,305,39704,11512,125,180,127,176,60
560,2,1981,127,16836,4794,53,74,53,72,37
561,4,2500,174,22078,9283,74,100,57,102,25
562,2,3015,182,23451,8127,70,112,74,108,56
563,8,7040,427,55531,17512,171,256,177,240,32
564,1,523,24,3186,831,9,15,11,10,15
565,8,6922,463,59720,18481,183,280,194,288,35
566,4,2419,158,20588,7940,62,96,58,96,24
567,1,2227,157,20993,6917,62,95,64,102,95
568,3,6613,504,64771,22267,210,294,192,328,98
569,7,16066,971,125169,42964,390,581,382,540,83
570,5,1011,76,9724,4625,31,45,24,50,9
571,9,12326,760,100357,27880,301,459,330,438,51
572,9,8552,584,74314,26955,242,342,216,350,38
573,7,5712,384,49668,17016,153,231,153,238,33
574,7,7425,515,66117,20943,207,308,210,328,44
575,8,6501,427,54478,16666,179,248,170,244,31
576,1,854,58,7349,2661,23,35,22,38,35
577,9,2550,157,19573,6393,67,90,59,80,10
578,4,3533,240,30533,10555,96,144,95,150,36
579,5,11711,712,90481,34649,287,425,263,394,85
580,6,14964,951,123764,31555,387,564,418,552,94
581,6,3367,221,28090,9724,83,138,91,144,23
582,7,15921,998,129028,43491,410,588,386,556,84
583,9,15846,1006,130811,38372,394,612,432,608,68
584,3,4095,237,30757,8410,93,144,106,128,48
585,2,4817,306,39412,13875,124,182,118,176,91
586,1,2849,162,20562,8190,67,95,57,80,95
587,9,9819,655,84463,24598,268,387,273,390,43
588,8,11203,704,90861,31912,288,416,269,406,52
589,9,2342,142,18086,6486,61,81,51,74,9
590,3,2174,129,16654,6224,51,78,49,72,26
591,6,2725,190,24514,7852,76,114,77,122,19
592,9,13414,852,112288,34728,321,531,370,546,59
593,3,4409,276,35811,10995,111,165,114,160,55
594,8,5340,352,45423,15771,144,208,135,208,26
595,5,4120,295,37765,13435,120,175,113,192,35
596,3,3092,190,24474,9788,76,114,70,108,38
597,7,9907,670,86052,28080,271,399,268,414,57
598,8,18838,1282,164405,54292,522,760,505,790,95
599,6,9051,594,77274,24947,240,354,239,356,59
600,8,16481,1015,133269,44421,399,616,411,586,77
601,7,11249,681,87707,27706,275,406,276,380,58
602,1,1348,69,9389,2627,26,43,31,34,43
603,6,2546,187,24319,8998,79,108,67,116,18
604,2,3306,190,24440,9211,76,114,71,100,57
605,2,103,8,1289,242,2,6,5,8,3
606,4,5424,393,50963,17827,161,232,149,254,58
607,6,1143,79,9958,4078,31,48,29,52,8
608,1,2354,161,21078,6495,62,99,69,106,99
609,1,2308,132,16667,7241,52,80,46,72,80
610,6,14724,926,118122,42880,374,552,349,532,92
611,7,1119,71,9273,3971,29,42,24,40,6
612,2,246,18,2183,989,8,10,5,10,5
613,6,3868,218,28438,8958,86,132,90,114,22
614,8,20079,1299,166931,54919,523,776,520,770,97
615,2,1474,107,13639,4931,45,62,39,66,31
616,7,15925,1023,131501,44013,414,609,404,598,87
617,4,6214,427,55329,16630,167,260,181,280,65
618,8,16619,1046,135520,45859,422,624,412,602,78
619,9,23199,1434,186988,58577,561,873,602,846,97
620,6,12948,861,111832,37929,339,522,347,544,87
621,4,4455,318,41052,15495,126,192,120,212,48
622,4,2210,141,18700,5123,53,88,64,90,22
623,9,18471,1175,151320,49514,473,702,470,686,78
624,1,1657,108,14435,5634,40,68,43,72,68
625,5,4012,249,32403,9115,99,150,108,144,30
626,5,7815,501,64547,23625,201,300,191,300,60
627,4,5146,301,39003,12572,117,184,125,172,46
628,1,1270,73,9581,2742,26,47,34,44,47
629,2,2841,200,25689,8776,80,120,79,132,60
630,8,5888,424,54144,19762,176,248,157,270,31
631,4,7111,434,56522,18879,174,260,173,244,65
632,7,17712,1139,147344,53629,460,679,432,672,97
633,1,1229,69,9035,2796,27,42,29,38,42
634,3,548,32,4327,1009,11,21,16,20,7
635,5,343,18,2226,873,8,10,6,8,2
636,2,3199,158,20640,8054,58,100,62,78,50
637,4,105,15,1805,1052,7,8,3,12,2
638,3,2876,214,27260,9178,88,126,82,140,42
639,9,22153,1420,181235,68707,583,837,520,814,93
640,1,118,6,751,0,3,3,3,2,3
641,4,1246,72,9504,3185,28,44,30,38,11
642,4,2827,162,21722,5055,62,100,77,90,25
643,5,8938,568,73387,23648,228,340,230,334,68
644,2,4118,254,32651,11343,102,152,98,142,76
645,5,8460,517,67096,19272,207,310,220,292,62
646,4,2744,165,21162,7886,69,96,59,88,24
647,8,6929,422,55074,17515,166,256,174,246,32
648,5,10777,684,87711,30220,284,400,261,384,80
649,1,2078,146,18962,5677,53,93,66,106,93
650,5,8187,546,70589,22402,216,330,226,338,66
651,9,18234,1196,154218,52311,476,720,477,732,80
652,3,1517,103,13295,5404,40,63,38,68,21
653,3,4804,321,41278,12921,129,192,131,196,64
654,5,7716,489,63497,21152,194,295,197,288,59
655,2,2992,190,24340,8609,76,114,74,114,57
656,4,5022,327,41900,16102,135,192,119,190,48
657,1,831,52,6902,2723,21,31,19,30,31
658,5,13184,809,105344,32608,324,485,334,460,97
659,2,3935,277,36102,11028,109,168,117,184,84
660,4,1598,105,13328,5310,45,60,36,58,15
661,9,1710,104,13249,4456,41,63,42,60,7
662,4,5216,343,44503,14720,135,208,140,214,52
663,5,7090,521,67018,19028,211,310,222,346,62
664,8,2591,176,22383,8358,72,104,65,108,13
665,2,3415,219,27411,12016,91,128,71,120,64
666,7,5413,335,43686,11754,132,203,148,198,29
667,4,9322,589,75800,24051,245,344,234,326,86
668,6,11683,776,100543,32912,302,474,320,496,79
669,2,1067,72,9507,3637,28,44,27,46,22
670,2,1752,87,11218,3722,33,54,36,40,27
671,3,2923,189,24870,6929,72,117,86,120,39
672,2,4779,294,37648,12688,118,176,117,166,88
673,2,403,22,2879,672,8,14,11,12,7
674,2,2689,160,20948,7010,64,96,65,88,48
675,7,10803,725,94602,30767,291,434,292,450,62
676,9,9095,551,70128,26010,227,324,203,296,36
677,6,9618,638,81767,28517,266,372,240,374,62
678,1,515,29,3611,1808,13,16,8,12,16
679,2,2637,186,23933,7561,74,112,77,120,56
680,7,918,58,7477,2648,23,35,23,34,5
681,4,3295,219,28031,10304,87,132,85,138,33
682,6,13606,888,114790,42300,360,528,331,522,88
683,7,2814,152,19203,6572,61,91,60,74,13
684,7,11593,821,105740,33395,331,490,334,528,70
685,7,15888,1007,129066,44856,412,595,386,574,85
686,9,17310,1132,147068,43690,457,675,470,674,75
687,8,20786,1320,169293,63631,552,768,477,728,96
688,5,3713,246,32610,9563,96,150,107,158,30
689,2,3342,249,31656,9943,101,148,102,162,74
690,6,1142,69,9305,2197,27,42,32,40,7
691,7,9619,561,73672,23062,218,343,237,310,49
692,9,20109,1250,159225,56892,512,738,473,690,82
693,3,4938,304,39354,12865,124,180,121,168,60
694,5,10745,701,90501,32260,281,420,273,428,84
695,6,3803,247,32487,9179,97,150,108,158,25
696,8,12036,899,116635,39273,363,536,356,604,67
697,1,1422,78,10505,3437,25,53,38,52,53
698,8,20946,1347,173106,59669,555,792,515,768,99
699,3,5805,351,44339,18511,147,204,118,184,68
700,9,1878,131,16397,5540,59,72,46,72,8
701,5,9871,591,75950,24223,236,355,242,332,71
702,8,17605,1192,155444,46064,472,720,505,752,90
703,5,5804,369,47466,16443,154,215,139,208,43
704,8,10175,688,88681,30118,272,416,277,434,52
705,7,13694,978,125666,46194,404,574,362,614,82
706,8,7528,478,62144,24516,190,288,175,282,36
707,5,4702,299,38423,12823,124,175,116,168,35
708,3,5344,333,42548,16831,138,195,118,182,65
709,2,1704,94,12001,4805,36,58,36,50,29
710,6,11744,745,96129,30973,301,444,299,432,74
711,4,4605,308,40445,12226,120,188,131,196,47
712,7,13721,868,113638,37285,336,532,358,536,76
713,7,5972,323,42940,14315,127,196,130,164,28
714,9,4516,270,35683,10100,108,162,116,150,18
715,4,1396,104,13773,4666,40,64,43,72,16
716,6,14225,938,121099,40311,368,570,382,584,95
717,4,5562,377,49371,16264,149,228,153,240,57
718,4,6724,435,56691,21001,175,260,166,260,65
719,5,2506,181,23348,8421,71,110,71,124,22
720,4,1454,75,9834,3079,31,44,30,32,11
721,3,5998,391,49959,16268,160,231,156,230,77
722,5,9473,597,75272,22843,252,345,237,318,69
723,5,10872,718,91691,33812,293,425,267,422,85
724,8,9282,621,81143,24205,245,376,266,392,47
725,9,19146,1185,153465,46584,465,720,501,698,80
726,1,1899,136,17915,4922,55,81,58,86,81
727,5,5973,385,49882,16903,150,235,158,242,47
728,8,6433,359,45982,14056,143,216,150,180,27
729,3,1899,125,16352,6149,50,75,47,74,25
730,6,8510,585,75934,27393,231,354,227,380,59
731,3,3063,239,30401,11288,101,138,86,156,46
732,9,21795,1391,178684,61989,563,828,540,806,92
733,9,20127,1344,174454,57140,543,801,536,822,89
734,5,10725,692,89236,26870,282,410,285,406,82
735,7,7127,427,55113,19468,168,259,169,246,37
736,7,15683,1030,132413,44884,407,623,414,642,89
737,4,8020,492,64387,21501,192,300,201,284,75
738,6,4484,292,37160,15263,118,174,103,176,29
739,2,5335,286,36607,11868,114,172,117,136,86
740,5,690,50,6602,2470,20,30,19,34,6
741,3,6448,393,51390,16758,150,243,165,234,81
742,3,2147,134,17601,5938,50,84,57,86,28
743,6,2768,183,23744,8470,69,114,75,122,19
744,6,3041,213,27342,8915,87,126,84,136,21
745,4,3491,200,26076,9237,80,120,78,102,30
746,6,14057,887,115030,40413,359,528,342,508,88
747,8,3724,229,29401,11046,93,136,85,128,17
748,7,1178,73,9053,3711,31,42,24,38,6
749,6,10889,715,92462,28401,289,426,295,428,71
750,3,3186,215,28373,7770,83,132,96,140,44
751,9,13719,892,116369,37279,352,540,366,558,60
752,5,3084,214,27072,11457,89,125,71,130,25
753,4,1485,116,15408,4226,48,68,49,78,17
754,8,20038,1278,163072,59613,510,768,490,756,96
755,5,194,27,3245,1956,12,15,6,22,3
756,8,16483,1104,141597,51001,440,664,425,690,83
757,7,11304,761,98561,34771,306,455,295,470,65
758,8,550,37,4920,1943,13,24,15,26,3
759,5,5951,407,52747,17220,157,250,169,270,50
760,9,10586,728,94072,31653,296,432,286,458,48
761,2,2236,133,16567,6853,57,76,44,66,38
762,5,2499,183,22926,9915,78,105,59,112,21
763,3,2493,202,26072,8864,82,120,79,140,40
764,9,3223,248,32876,10542,95,153,105,180,17
765,6,15253,982,126075,45067,400,582,373,572,97
766,5,4539,315,40900,12246,130,185,129,192,37
767,9,6679,399,51091,19155,156,243,152,224,27
768,3,6228,384,49227,14745,153,231,162,224,77
769,3,1124,90,11363,3248,36,54,38,64,18
770,1,2103,129,16401,6318,54,75,45,66,75
771,9,1957,109,13940,3996,46,63,44,50,7
772,7,1098,112,14570,4067,49,63,44,84,9
773,1,875,42,5307,2314,17,25,14,16,25
774,4,158,15,1959,672,7,8,5,10,2
775,1,2593,160,20666,7442,65,95,61,88,95
776,2,3655,240,30826,8705,100,140,99,138,70
777,6,11946,828,107285,40002,336,492,308,524,82
778,5,6171,381,50046,14387,151,230,164,220,46
779,5,975,54,6828,3775,24,30,13,22,6
780,2,1823,105,13597,4385,43,62,42,54,31
781,9,12185,850,110839,36237,337,513,346,550,57
782,5,7931,521,66111,23456,216,305,195,306,61
783,6,13674,920,118409,40628,368,552,362,576,92
784,4,6935,427,54552,18861,175,252,164,234,63
785,3,307,23,2747,1366,11,12,6,12,4
786,7,95,12,1616,673,5,7,4,10,1
787,3,2735,208,27347,9322,76,132,89,160,44
788,6,1857,139,17896,5854,55,84,57,94,14
789,8,9774,654,83899,26701,262,392,267,398,49
790,2,2915,155,20140,5783,61,94,67,76,47
791,4,6367,399,50820,18671,167,232,145,216,58
792,9,5600,344,44161,15990,137,207,133,196,23
793,9,22333,1496,193430,63358,605,891,597,904,99
794,2,3376,219,28263,8389,83,136,96,142,68
795,1,1898,136,17666,6790,56,80,49,84,80
796,8,16469,1054,136285,46772,422,632,415,622,79
797,8,2421,120,15468,5192,48,72,47,50,9
798,3,6967,448,58329,16782,175,273,193,276,91
799,4,7481,506,65165,20849,206,300,202,312,75
800,1,1140,66,8459,2920,29,37,24,30,37
801,1,1128,65,8436,3006,27,38,24,32,38
802,3,2675,161,20872,6413,65,96,66,90,32
803,9,16264,1017,130937,46761,405,612,396,594,68
804,9,7267,459,58914,23296,189,270,163,256,30
805,9,13681,858,110662,39972,345,513,329,494,57
806,2,468,23,3184,1188,9,14,9,10,7
807,1,176,18,2450,914,6,12,8,18,12
808,9,3666,285,35893,12688,123,162,103,180,18
809,3,2751,203,26071,8317,80,123,84,140,41
810,3,5101,339,43693,13227,138,201,139,200,67
811,3,2156,158,20494,6759,65,93,62,104,31
812,5,3603,217,28082,9965,87,130,84,120,26
813,3,478,30,3812,1052,12,18,13,16,6
814,5,8783,609,77814,27536,244,365,237,388,73
815,7,12326,811,104494,37074,328,483,313,492,69
816,4,4449,273,35173,11176,109,164,112,158,41
817,9,5832,452,57482,20660,191,261,164,294,29
818,3,777,61,7820,2597,25,36,24,40,12
819,1,2214,165,21746,7558,66,99,65,110,99
820,1,1200,76,9276,2545,31,45,32,42,45
821,2,2621,165,21457,7863,67,98,62,94,49
822,8,5272,320,41118,12981,128,192,131,182,24
823,1,784,50,6739,1514,18,32,25,32,32
824,8,11910,722,94255,30632,282,440,298,422,55
825,1,452,20,2549,599,8,12,9,6,12
826,1,2278,129,17075,4877,48,81,58,76,81
827,4,3098,191,25078,6484,71,120,89,118,30
828,6,5778,322,42374,13593,124,198,135,174,33
829,6,14220,868,113317,36427,334,534,365,514,89
830,2,5031,300,38010,15004,120,180,109,170,90
831,9,8108,551,70695,28234,218,333,203,350,37
832,7,1358,89,11704,3470,33,56,40,60,8
833,4,3377,249,32407,10553,101,148,99,164,37
834,5,95,17,2090,1082,7,10,5,16,2
835,6,11026,709,91180,31301,289,420,275,410,70
836,1,2135,141,18315,4815,58,83,61,82,83
837,5,7171,513,66632,23958,203,310,200,340,62
838,9,3316,231,29801,9786,96,135,90,142,15
839,4,7536,453,58943,19438,185,268,177,242,67
840,2,1786,115,15088,3511,45,70,54,70,35
841,9,12259,792,103206,31195,315,477,334,480,53
842,6,1793,103,12974,4932,43,60,37,54,10
843,3,5240,349,44969,16169,139,210,135,216,70
844,3,2489,189,24414,7325,75,114,80,132,38
845,9,13236,857,110497,37489,344,513,337,514,57
846,2,2372,165,21402,7043,65,100,67,106,50
847,3,5355,365,46743,16705,149,216,138,224,72
848,4,1819,114,14589,5320,46,68,43,66,17
849,3,4438,263,34293,9766,98,165,119,162,55
850,6,9958,630,82550,21624,252,378,278,370,63
851,7,12922,894,115044,39976,355,539,354,574,77
852,3,2624,146,19353,5981,53,93,65,84,31
853,2,2334,186,24824,6866,70,116,84,142,58
854,2,4507,283,36268,13300,115,168,106,158,84
855,6,4963,323,41426,13612,131,192,129,188,32
856,3,7584,457,59767,18379,184,273,189,248,91
857,4,7323,485,62603,20491,193,292,196,304,73
858,5,2743,207,26388,7568,82,125,89,142,25
859,8,16204,965,125017,44863,397,568,363,508,71
860,1,1361,124,16009,5993,48,76,48,100,76
861,1,1767,106,13917,2891,42,64,50,58,64
862,4,2991,179,22734,9094,75,104,62,96,26
863,5,6097,400,51140,18006,165,235,151,232,47
864,3,760,52,6950,925,22,30,26,30,10
865,5,12814,811,105246,34091,326,485,327,472,97
866,6,7355,449,57065,20287,185,264,169,242,44
867,2,1280,107,13698,3249,41,66,50,82,33
868,8,11173,685,88974,30452,285,400,259,366,50
869,6,1131,76,10080,3343,28,48,33,50,8
870,5,3484,235,29646,12443,100,135,78,132,27
871,8,3701,235,30759,9008,91,144,102,142,18
872,6,2384,161,20772,7304,65,96,62,98,16
873,2,5038,288,37103,13151,114,174,112,152,87
874,6,3858,252,32413,11247,102,150,98,152,25
875,4,1679,107,13619,4563,43,64,43,66,16
876,6,3080,210,27582,8638,84,126,87,130,21
877,3,1930,166,21231,7295,67,99,65,124,33
878,6,7398,461,60635,18299,179,282,198,278,47
879,7,4439,292,38572,11614,110,182,128,190,26
880,3,4234,313,40746,13499,130,183,121,202,61
881,9,11885,781,100681,30367,313,468,324,472,52
882,7,281,10,1319,641,3,7,4,2,1
883,9,4496,275,35193,11805,113,162,107,150,18
884,9,189,14,1794,663,5,9,6,10,1
885,8,20565,1270,163183,53836,526,744,494,692,93
886,7,1275,86,11482,2754,30,56,43,64,8
887,3,3159,229,29018,10241,97,132,84,142,44
888,8,819,51,6542,1493,19,32,25,32,4
889,3,2827,178,22688,7789,73,105,69,102,35
890,8,16159,1097,140795,48110,441,656,434,690,82
891,6,4777,319,41406,13857,133,186,122,188,31
892,6,12355,809,104802,32548,329,480,329,478,80
893,2,3359,246,32007,11309,98,148,96,162,74
894,6,3411,235,30286,10741,97,138,87,144,23
895,8,12198,792,102091,36681,320,472,302,476,59
896,3,1475,98,12426,4635,41,57,35,56,19
897,1,1236,73,9634,2902,28,45,32,44,45
898,4,1549,93,12106,2984,37,56,42,52,14
899,7,6822,427,54365,21299,175,252,154,238,36
900,8,1734,120,15084,4406,48,72,51,76,9
901,7,4386,322,41609,15611,126,196,123,220,28
902,7,13078,834,107943,33698,337,497,340,488,71
903,7,4338,290,37872,11311,115,175,122,182,25
904,4,9028,610,77783,30615,246,364,222,378,91
905,6,563,36,4965,1618,12,24,17,26,4
906,3,1570,125,16179,5518,50,75,50,90,25
907,9,10619,689,89480,31212,275,414,270,414,46
908,2,4428,304,39356,12880,120,184,124,194,92
909,8,5008,290,37393,14023,114,176,109,158,22
910,4,1911,127,16727,5424,51,76,51,80,19
911,2,3099,179,23088,7777,69,110,73,100,55
912,1,1642,126,16315,5572,51,75,49,86,75
913,6,10945,798,103852,36107,312,486,320,546,81
914,2,2895,194,25963,5763,72,122,95,126,61
915,2,3116,221,28896,9430,89,132,89,142,66
916,7,7898,488,62174,22236,194,294,191,280,42
917,6,13452,857,112176,32165,335,522,373,516,87
918,2,527,44,5795,1051,16,28,23,36,14
919,3,4075,286,37476,9218,112,174,131,190,58
920,1,635,31,3985,967,12,19,14,14,19
921,9,937,74,9829,3961,29,45,27,54,5
922,8,8007,479,63271,20646,183,296,201,282,37
923,6,9855,619,80550,25594,241,378,259,374,63
924,8,17681,1122,146282,46717,434,688,472,684,86
925,8,16959,1118,145347,42798,438,680,481,696,85
926,7,14402,934,120339,38473,381,553,375,548,79
927,5,2923,204,25877,10061,84,120,73,126,24
928,8,5122,360,46822,15475,144,216,145,236,27
929,8,14432,952,122498,42138,384,568,373,574,71
930,8,11877,819,106082,36748,331,488,317,516,61
931,3,1595,88,11338,2828,37,51,38,42,17
932,3,3962,275,34780,11795,113,162,107,168,54
933,9,10711,665,85298,28185,269,396,265,376,44
934,7,10778,721,93185,30421,294,427,287,436,61
935,4,6048,385,49415,15663,153,232,159,228,58
936,7,13349,919,117804,41156,366,553,359,588,79
937,4,9544,581,75491,24355,233,348,237,326,87
938,3,5455,382,49474,15844,151,231,157,246,77
939,9,4678,351,45696,14756,144,207,139,230,23
940,4,5545,311,41121,13243,115,196,135,176,49
941,3,549,36,4756,1681,15,21,14,20,7
942,1,1971,138,18003,5381,53,85,60,94,85
943,4,9776,642,83636,26643,250,392,268,402,98
944,7,10943,719,93087,29990,285,434,295,438,62
945,2,2465,157,20657,4940,61,96,73,96,48
946,2,4877,300,39003,14655,116,184,117,180,92
947,6,13552,799,103628,34377,313,486,325,446,81
948,7,3331,238,30104,11174,98,140,88,148,20
949,6,5173,369,47607,15265,147,222,151,242,37
950,8,10615,653,84925,29326,253,400,266,384,50
951,1,2312,147,19273,6330,59,88,59,88,88
952,2,60,6,791,231,2,4,3,6,2
953,6,13737,873,111354,41487,351,522,330,508,87
954,1,373,24,3082,1029,10,14,9,14,14
955,4,7761,502,64559,22882,198,304,197,308,76
956,6,5807,413,53241,19227,167,246,157,268,41
957,1,883,71,9396,3155,27,44,29,54,44
958,5,8538,551,71322,20164,216,335,240,336,67
959,1,1017,60,7669,2365,26,34,23,28,34
960,4,2688,195,24889,7484,83,112,77,118,28
961,5,10231,724,92959,32822,294,430,277,458,86
962,6,12694,754,97025,33749,292,462,305,428,77
963,6,58,10,1241,431,4,6,4,10,1
964,3,3480,210,27096,9419,84,126,82,118,42
965,7,5537,369,46287,18063,152,217,131,222,31
966,5,12186,741,96754,31347,286,455,310,436,91
967,5,5421,358,47896,11961,138,220,165,230,44
968,2,269,14,1772,410,6,8,6,6,4
969,7,3118,213,27277,8818,87,126,85,130,18
970,1,1572,132,17053,6058,50,82,54,102,82
971,3,4304,240,31874,8643,96,144,104,122,48
972,4,3876,224,29696,9283,84,140,97,128,35
973,2,2882,167,21629,8546,67,100,61,88,50
974,1,1366,84,11182,3573,32,52,36,52,52
975,5,10387,608,79434,25288,243,365,248,328,73
976,2,1733,141,18301,5457,57,84,59,102,42
977,5,10902,685,86970,30676,280,405,261,386,81
978,1,1037,52,6367,2576,22,30,17,22,30
979,2,618,34,4452,1147,10,24,18,24,12
980,8,11141,639,83246,26743,255,384,260,336,48
981,1,0,2,198,189,1,1,0,2,1
982,6,4319,258,34052,10076,96,162,115,158,27
983,3,3414,217,28096,8600,85,132,92,134,44
984,4,9219,605,76905,28246,249,356,224,356,89
985,9,21648,1417,184657,59980,562,855,577,864,95
986,8,12200,802,103375,35134,330,472,310,474,59
987,6,2313,152,19345,6624,62,90,59,88,15
988,9,20133,1265,164253,50103,500,765,532,744,85
989,8,19659,1220,157160,55677,500,720,462,686,90
990,5,7950,530,68385,19939,210,320,226,334,64
991,1,43,6,834,0,2,4,4,6,4
992,3,5422,317,41171,14180,128,189,124,166,63
993,7,8660,512,67093,23608,197,315,205,298,45
994,5,11423,753,97701,32344,303,450,299,458,90
995,1,252,17,1935,1188,8,9,3,8,9
996,9,17182,1207,154748,51360,496,711,471,754,79
997,5,5215,305,39344,10691,125,180,131,158,36
998,4,8966,633,82764,24598,253,380,265,414,95
999,9,14237,914,117339,41330,374,540,349,532,60
1000,3,2320,160,20063,7306,64,96,61,100,32
1001,2,475,23,3098,893,9,14,10,10,7
1002,1,1563,113,14553,6056,47,66,38,70,66
1003,1,1691,114,14747,4793,47,67,45,70,67
1004,1,1222,71,9218,2954,30,41,27,34,41
1005,2,1789,122,15702,5183,50,72,48,74,36
1006,5,7684,545,70767,21130,215,330,232,364,66
1007,9,17518,1134,146158,52155,450,684,441,686,76
1008,8,5495,351,45612,15563,135,216,143,214,27
1009,5,8997,623,79803,27568,258,365,238,378,73
1010,8,2195,138,17424,4827,58,80,57,74,10
1011,1,199,12,1625,242,4,8,7,8,8
1012,7,4858,300,38269,13855,125,175,111,162,25
1013,9,9651,617,79523,26871,248,369,243,366,41
1014,9,18780,1211,157929,52622,482,729,487,728,81
1015,4,5406,401,51140,16787,165,236,158,260,59
1016,3,4964,329,43019,14047,128,201,136,210,67
1017,8,856,61,8347,1955,21,40,31,46,5
1018,4,6765,500,64375,23928,208,292,181,322,73
1019,1,2443,151,19482,6403,61,90,60,84,90
1020,3,6766,414,52608,19186,168,246,156,232,82
1021,9,3229,210,26945,11239,84,126,74,130,14
1022,7,7959,522,67260,24860,214,308,194,310,44
1023,7,1243,99,13185,3491,36,63,47,76,9
1024,7,2826,195,25195,8893,76,119,77,130,17
1025,3,455,19,2655,956,7,12,8,6,4
